Name,Company Name,Telephone,Address,City,State,ZIP,Region,Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,,Region ,#of orders,Percentage,,,,Name,State,Region,Sales Rep,Work Loading,State,Region,,State,Orders,rank ,,
Aizza Noyes,Fabrikam Corporation,+1 (017) 644-8681,2284 Maple Circle NW,Sunnyvale,CA,94086,West," 188,332 ",1/19/18,1:42 AM,9,,,,,,,,,,,,,,,,,,,,,
Lonnie Tucker,Globex Corporation,+1 (250) 015-6076,3328 Adams Canal,Charlotte,NC,28202,Southeast," 188,135 ",7/22/17,7:26 PM,8,,,,,,,,,,,,,,,,,,,,,
Ninon Noonan,Flowers By Irene,+1 (355) 253-6044,226 Broad Court,Elgin,IL,60120,Midwest," 188,026 ",10/19/17,5:58 AM,3,,,,,,,,,,,,,,,,,,,,,
Ghita Ames,Springfield Nuclear Power Plant,+1 (927) 815-5774,6229 Spring Canal East,Frisco,TX,75034,Southwest," 187,655 ",4/9/19,12:34 AM,5,,,,,,,,,,,,,,,,,,,,,
Fareeda Money,Colonial Movers,+1 (845) 296-4962,525 View Loop,Colorado Springs,CO,80903,West," 187,439 ",9/29/18,12:02 AM,1,,,,,,,,,,,,,,,,,,,,,
Sergio Foster,Federation World Airlines,+1 (054) 152-9869,7452 Seventh Alley NW,Phoenix,AZ,85003,Southwest," 187,411 ",6/10/17,9:32 AM,5,,,,,,,,,,,,,,,,,,,,,
Kori Mackenzie,Bad Wolf Corporation,+1 (253) 768-3051,1729 Church Boulevard East,Buffalo,NY,14201,Northeast," 187,317 ",7/19/17,6:50 PM,2,,,,,,,,,,,,,,,,,,,,,
Lindley Norris,Barrytron,+1 (958) 008-9571,4427 Maple Place,New Orleans,LA,70112,Southeast," 187,204 ",1/29/19,4:41 PM,5,,,,,,,,,,,,,,,,,,,,,
Ivana Stock,Flowers By Irene,+1 (629) 860-0546,9598 Second Loop NW,Huntington Beach,CA,92646,West," 187,033 ",9/22/17,7:29 PM,8,,,,,,,,,,,,,,,,,,,,,
Harriet Fortier,Carrys Candles,+1 (880) 477-7820,4469 Fourth Place,Mesa,AZ,85201,Southwest," 186,973 ",1/27/17,4:57 AM,3,,,,,,,,,,,,,,,,,,,,,
Hunter Brewer,Gizmonic Institute,+1 (710) 441-7829,7470 Fourth Parkway East,Manchester,NH,03101,Northeast," 186,928 ",2/22/20,12:56 PM,8,,,,,,,,,,,,,,,,,,,,,
Leila Thigpen,Kumatsu Motors,+1 (346) 871-6660,3169 Maple Court NW,Charlotte,NC,28202,Southeast," 186,163 ",10/9/17,4:57 PM,3,,,,,,,,,,,,,,,,,,,,,
Anisha Estes,Colonial Movers,+1 (566) 008-3047,8753 Lincoln Parkway North,Scottsdale,AZ,85250,Southwest," 185,791 ",3/14/17,12:28 AM,6,,,,,,,,,,,,,,,,,,,,,
Keisha Ramsey,Extensive Enterprise,+1 (916) 919-5551,3562 Mill Circle NE,Eugene,OR,97402,West," 185,432 ",12/15/17,5:50 AM,3,,,,,,,,,,,,,,,,,,,,,
Lainey Messer,Hishii Industries,+1 (889) 815-9860,835 Oak Lane,Louisville,KY,40202,Southeast," 185,043 ",5/7/19,2:24 PM,3,,,,,,,,,,,,,,,,,,,,,
Monte Valdes,Slate Rock and Gravel Company,+1 (987) 746-8915,9231 Walnut Boulevard,Provo,UT,84601,West," 184,900 ",3/9/18,2:31 PM,5,,,,,,,,,,,,,,,,,,,,,
Napoleon Saenz,Canada World Airways,+1 (776) 074-0779,5875 Jefferson Drive,Waco,TX,76701,Southwest," 184,647 ",10/13/19,10:26 PM,7,,,,,,,,,,,,,,,,,,,,,
Kamea Beltran,Smith and Co.,+1 (196) 827-7765,4039 Jefferson Way,Ventura,CA,93001,West," 184,373 ",10/22/17,7:01 AM,8,,,,,,,,,,,,,,,,,,,,,
Chika Vanover,VersaLife Corporation,+1 (287) 765-9614,506 Adams Boulevard,Bridgeport,CT,06604,Northeast," 184,125 ",10/22/18,2:09 PM,5,,,,,,,,,,,,,,,,,,,,,
Hila Stroup,Initrode,+1 (733) 961-4453,3038 Walnut Row,Cary,NC,27511,Southeast," 183,968 ",9/6/18,4:13 AM,5,,,,,,,,,,,,,,,,,,,,,
Kaemon Demarco,Keedsler Motors,+1 (386) 584-1547,2032 Broad Park,San Francisco,CA,94102,West," 183,902 ",3/19/19,8:16 AM,2,,,,,,,,,,,,,,,,,,,,,
Berenice Swisher,Matsumura Fishworks,+1 (017) 349-0123,8520 Broad Road,Cambridge,MA,02138,Northeast," 183,555 ",8/11/20,5:57 AM,2,,,,,,,,,,,,,,,,,,,,,
Chauncey Getz,Quantum Airlines,+1 (467) 447-7430,8348 Ninth Lane SE,Aurora,IL,60504,Midwest," 183,436 ",11/26/20,10:52 PM,2,,,,,,,,,,,,,,,,,,,,,
Tyquan Palumbo,Ace Tomato Company,+1 (868) 318-2875,1712 Valley Way,Worcester,MA,01602,Northeast," 183,346 ",10/8/19,11:33 PM,5,,,,,,,,,,,,,,,,,,,,,
Avidan Wild,Judgment Six,+1 (052) 616-5982,7495 Water Terrace,Salt Lake City,UT,84101,West," 183,314 ",10/7/20,6:27 AM,7,,,,,,,,,,,,,,,,,,,,,
Marshall Yi,Monks Diner,+1 (870) 565-9059,2424 Oak Loop North,Santa Ana,CA,92701,West," 183,243 ",10/21/19,8:04 PM,1,,,,,,,,,,,,,,,,,,,,,
Darian Head,Petrox Oil Company,+1 (612) 975-0230,672 Hill Court,Oxnard,CA,93030,West," 183,238 ",8/11/20,6:14 AM,1,,,,,,,,,,,,,,,,,,,,,
Martin Mize,United Robotronics,+1 (435) 415-6000,3814 Pine Cove SW,Carrollton,TX,75006,Southwest," 183,201 ",4/2/18,7:29 PM,2,,,,,,,,,,,,,,,,,,,,,
Yoselin Burrell,TranCon Airways,+1 (811) 960-8819,4665 Sixth Alley South,High Point,NC,27260,Southeast," 183,178 ",6/23/18,7:24 AM,3,,,,,,,,,,,,,,,,,,,,,
Nariko Hylton,Kumatsu Motors,+1 (339) 222-1244,1980 Central Freeway SW,Cleveland,OH,44102,Midwest," 183,118 ",2/14/17,4:33 PM,6,,,,,,,,,,,,,,,,,,,,,
Shayne Rousseau,Axis Chemical Co.,+1 (859) 159-1285,9732 Water Terrace,Des Moines,IA,50309,Midwest," 182,825 ",6/19/17,2:42 AM,3,,,,,,,,,,,,,,,,,,,,,
Dwaine Pak,Sixty Second Avenue,+1 (346) 946-8389,369 Seventh Place NE,Clearwater,FL,34615,Southeast," 182,722 ",11/9/19,5:36 AM,2,,,,,,,,,,,,,,,,,,,,,
Hester Redman,Keedsler Motors,+1 (277) 506-6634,9866 Fifth Place,Tempe,AZ,85281,Southwest," 182,505 ",5/2/18,6:08 PM,3,,,,,,,,,,,,,,,,,,,,,
Vernon Behrens,XYZ Corp,+1 (981) 814-6609,64 Ninth Avenue,Flint,MI,48502,Midwest," 182,389 ",5/17/18,3:49 PM,1,,,,,,,,,,,,,,,,,,,,,
Jovanni Worrell,Flowers By Irene,+1 (523) 665-0568,3097 Valley Avenue,Fort Worth,TX,76102,Southwest," 182,369 ",8/14/20,1:18 PM,8,,,,,,,,,,,,,,,,,,,,,
Crystal Estep,Global Dynamics,+1 (808) 678-7832,632 Main Way North,High Point,NC,27260,Southeast," 182,198 ",4/12/20,8:53 AM,7,,,,,,,,,,,,,,,,,,,,,
Maureen Mercier,Charles Townsend Agency,+1 (115) 810-6124,101 Spring Road,Anaheim,CA,92801,West," 182,094 ",4/25/17,12:34 PM,3,,,,,,,,,,,,,,,,,,,,,
Ah-Kem Goodin,Big Belly Burger,+1 (374) 105-1406,3529 Fifth Terrace South,Eugene,OR,97402,West," 182,021 ",7/12/20,9:14 AM,5,,,,,,,,,,,,,,,,,,,,,
Isaiah Greenlee,Ewing Oil,+1 (017) 523-1598,8503 Maple Row West,Visalia,CA,93277,West," 181,816 ",9/20/18,12:19 PM,9,,,,,,,,,,,,,,,,,,,,,
Bethany Speight,General Products,+1 (619) 738-7562,3500 First Way,Cape Coral,FL,33904,Southeast," 181,746 ",11/26/20,5:05 PM,5,,,,,,,,,,,,,,,,,,,,,
Hosea Fitzsimmons,Globo-Chem,+1 (555) 472-8032,2190 Maple Alley NW,Bridgeport,CT,06604,Northeast," 181,564 ",5/26/19,12:58 PM,5,,,,,,,,,,,,,,,,,,,,,
Maryanne Gordon,North Central Positronics,+1 (696) 366-4834,6845 First Canal SW,Indianapolis,IN,46201,Midwest," 181,011 ",3/31/18,10:55 PM,2,,,,,,,,,,,,,,,,,,,,,
Devin Good,Petrox Oil Company,+1 (525) 068-2531,106 Oak Crescent North,Huntington Beach,CA,92646,West," 180,817 ",2/5/17,3:40 AM,3,,,,,,,,,,,,,,,,,,,,,
Rikki Clarke,Axis Chemical Co.,+1 (759) 564-4145,3044 Sixth Row,North Las Vegas,NV,89030,West," 180,756 ",1/30/20,12:59 PM,3,,,,,,,,,,,,,,,,,,,,,
Ahmed Shaffer,C.H. Lavatory and Sons,+1 (304) 433-2970,225 Pine Park,Rochester,MN,55901,Midwest," 180,219 ",11/27/20,5:43 PM,9,,,,,,,,,,,,,,,,,,,,,
Enya Beane,Galaxy Corp,+1 (393) 126-4589,6257 Hill Freeway,Virginia Beach,VA,23451,Southeast," 179,901 ",9/14/17,3:34 PM,3,,,,,,,,,,,,,,,,,,,,,
Kate Cornell,Nordyne Defense Dynamics,+1 (388) 205-4168,1426 Spring Crescent West,Minneapolis,MN,55401,Midwest," 179,761 ",1/8/19,4:50 AM,4,,,,,,,,,,,,,,,,,,,,,
Belinda Bruce,Incom Corporation,+1 (494) 818-4603,2017 Elm Court,Las Vegas,NV,89101,West," 179,577 ",7/1/17,7:42 PM,1,,,,,,,,,,,,,,,,,,,,,
Chasity Packard,NorthAm Robotics,+1 (631) 286-1116,2875 Cherry Parkway South,Laredo,TX,78040,Southwest," 178,932 ",12/13/17,7:10 PM,8,,,,,,,,,,,,,,,,,,,,,
Alva Melancon,ABC Telecom,+1 (621) 150-5809,7587 Ninth Park,Tucson,AZ,85701,Southwest," 178,745 ",2/16/20,12:56 AM,2,,,,,,,,,,,,,,,,,,,,,
Bertie Blake,QWERTY Logistics,+1 (290) 349-1832,3293 Jefferson Drive,Elizabeth,NJ,07201,Northeast," 177,761 ",10/31/20,12:48 AM,5,,,,,,,,,,,,,,,,,,,,,
Cecil Wiese,Umbrella Corporation,+1 (282) 963-2514,6054 Grove Loop,Dallas,TX,75201,Southwest," 177,717 ",11/28/17,12:46 AM,3,,,,,,,,,,,,,,,,,,,,,
Naida Harkins,Tip Top Cafe,+1 (822) 432-8234,4978 View Court,Lafayette,LA,70501,Southeast," 177,464 ",5/18/18,5:12 PM,3,,,,,,,,,,,,,,,,,,,,,
Myron Hudgins,Jupiter Mining Corporation,+1 (952) 834-4259,6329 Park Row,Ann Arbor,MI,48103,Midwest," 177,018 ",10/6/19,5:48 PM,3,,,,,,,,,,,,,,,,,,,,,
Dian Kelsey,Contoso Corporation,+1 (812) 672-0331,9941 Fourth Parkway,Sacramento,CA,95814,West," 176,709 ",5/15/20,3:46 AM,5,,,,,,,,,,,,,,,,,,,,,
Rosella Mireles,Contoso Corporation,+1 (910) 639-4188,6200 Cedar Crescent,Arlington,TX,76006,Southwest," 176,709 ",1/25/16,6:52 AM,5,,,,,,,,,,,,,,,,,,,,,
Clayton Poling,Data Systems,+1 (516) 826-1505,4800 Eighth Boulevard SW,Fremont,CA,94536,West," 176,703 ",9/26/19,12:31 AM,5,,,,,,,,,,,,,,,,,,,,,
Guri Concepcion,Leeding Engines Ltd.,+1 (062) 754-4878,2767 Grove Lane South,Providence,RI,02903,Northeast," 176,651 ",10/21/20,10:36 AM,4,,,,,,,,,,,,,,,,,,,,,
Verle Dempsey,Virtucon,+1 (709) 860-8372,2305 Cedar Loop,Clarksville,TN,37040,Southeast," 176,497 ",4/2/16,3:36 AM,2,,,,,,,,,,,,,,,,,,,,,
Bian Bair,MARS Industries,+1 (326) 898-4301,9076 View Crescent,Wilmington,NC,28403,Southeast," 176,446 ",11/2/16,10:49 PM,2,,,,,,,,,,,,,,,,,,,,,
Gertrude Sabo,Umbrella Corporation,+1 (081) 614-0922,5522 Second Cove,Phoenix,AZ,85003,Southwest," 176,039 ",3/9/20,11:19 AM,3,,,,,,,,,,,,,,,,,,,,,
Braedon Cohen,McMahon and Tate,+1 (501) 750-2447,3149 Jefferson Parkway South,Yonkers,NY,10701,Northeast," 176,005 ",1/24/18,5:30 AM,1,,,,,,,,,,,,,,,,,,,,,
Brenden Addison,Atlantic Northern,+1 (831) 613-1541,698 Water Place West,Philadelphia,PA,19102,Northeast," 175,856 ",12/1/19,5:56 AM,4,,,,,,,,,,,,,,,,,,,,,
Daisy Patten,Arlesdale Railway,+1 (048) 816-8686,1961 View Road East,Pomona,CA,91767,West," 175,509 ",8/26/19,7:05 AM,2,,,,,,,,,,,,,,,,,,,,,
Regan Seitz,NorthAm Robotics,+1 (848) 331-7602,9044 Park Terrace SE,Flint,MI,48502,Midwest," 175,230 ",10/7/19,5:17 PM,4,,,,,,,,,,,,,,,,,,,,,
Forster Moran,C.H. Lavatory and Sons,+1 (271) 529-7683,5626 Ninth Cove SW,Cary,NC,27511,Southeast," 175,219 ",3/30/17,1:24 AM,1,,,,,,,,,,,,,,,,,,,,,
Adin Lira,Curious Goods,+1 (801) 863-4817,6976 Main Lane,Olathe,KS,66061,Midwest," 175,115 ",9/6/20,11:40 PM,2,,,,,,,,,,,,,,,,,,,,,
Lynette Guerin,Milliways,+1 (944) 625-8123,2192 Fifth Circle,Indianapolis,IN,46201,Midwest," 175,023 ",5/25/19,9:53 PM,3,,,,,,,,,,,,,,,,,,,,,
Alexandrea Kelly,Industrial Automation,+1 (190) 058-4502,2160 Cherry Place NE,Toledo,OH,43602,Midwest," 174,837 ",2/21/17,2:35 PM,5,,,,,,,,,,,,,,,,,,,,,
Damell Devito,Mainway Toys,+1 (487) 895-8140,6727 Church Canal,San Francisco,CA,94102,West," 174,721 ",3/13/19,12:07 AM,9,,,,,,,,,,,,,,,,,,,,,
Evan Winstead,Western Gas & Electric,+1 (910) 673-2077,9697 Lincoln Boulevard,Tacoma,WA,98402,West," 174,606 ",4/6/18,12:53 PM,7,,,,,,,,,,,,,,,,,,,,,
Colleen Turney,Stark Industries,+1 (450) 047-7438,4686 Lincoln Crescent,South Bend,IN,46601,Midwest," 174,598 ",11/3/16,7:36 PM,5,,,,,,,,,,,,,,,,,,,,,
Iesha Espino,Incom Corporation,+1 (145) 173-8592,5179 Market Park North,Louisville,KY,40202,Southeast," 174,319 ",6/4/15,6:16 PM,5,,,,,,,,,,,,,,,,,,,,,
Karina Poulin,TranCon Airways,+1 (269) 672-4902,411 Maple Parkway SE,Stockton,CA,95202,West," 174,219 ",12/28/19,7:32 PM,4,,,,,,,,,,,,,,,,,,,,,
Grietje Simpson,Zevo Toys,+1 (373) 551-2854,956 Oak Lane,Thornton,CO,80229,West," 174,100 ",7/13/20,9:43 AM,2,,,,,,,,,,,,,,,,,,,,,
Elle Clancy,Liandri Mining Corporation,+1 (929) 296-4261,983 Second Circle NW,Murfreesboro,TN,37129,Southeast," 174,099 ",12/3/18,11:48 PM,3,,,,,,,,,,,,,,,,,,,,,
Ghazi Gunther,KrebStar,+1 (200) 489-0227,2689 Broad Parkway,Atlanta,GA,30303,Southeast," 173,990 ",2/28/18,9:57 PM,3,,,,,,,,,,,,,,,,,,,,,
Suzanne Poirier,McMahon and Tate,+1 (442) 462-0029,9656 Union Court,Jacksonville,FL,32202,Southeast," 173,967 ",4/13/17,12:52 AM,2,,,,,,,,,,,,,,,,,,,,,
Morwenna Tyler,U.S. Robotics and Mechanical Men,+1 (019) 383-4775,1249 Market Row SE,Sacramento,CA,95814,West," 173,863 ",2/4/20,4:34 PM,8,,,,,,,,,,,,,,,,,,,,,
Gunda Huffman,Contoso Corporation,+1 (281) 740-6010,4670 Spring Canal East,Garden Grove,CA,92640,West," 173,796 ",7/27/18,9:04 AM,3,,,,,,,,,,,,,,,,,,,,,
Corine Gerber,Caliban Industries,+1 (597) 189-6228,3683 Walnut Canal South,Manchester,NH,03101,Northeast," 173,662 ",8/8/20,1:54 PM,7,,,,,,,,,,,,,,,,,,,,,
Nannie Irvin,Leeding Engines Ltd.,+1 (446) 679-6643,9995 Walnut Boulevard,Cincinnati,OH,45202,Midwest," 173,629 ",2/21/19,8:38 PM,7,,,,,,,,,,,,,,,,,,,,,
Ophelia Wicker,Cyberdyne Systems,+1 (040) 046-1220,7935 Fourth Lane NE,Springfield,MA,01103,Northeast," 173,617 ",7/15/19,3:55 AM,4,,,,,,,,,,,,,,,,,,,,,
Sallie Carver,General Forge and Foundry,+1 (680) 951-8012,8444 Valley Loop,Oklahoma City,OK,73102,Southwest," 173,500 ",4/28/18,6:17 PM,8,,,,,,,,,,,,,,,,,,,,,
Blaze Pace,Federation World Airlines,+1 (561) 368-4967,9121 Lincoln Terrace North,Sacramento,CA,95814,West," 173,248 ",5/18/16,7:21 AM,2,,,,,,,,,,,,,,,,,,,,,
John Mcneil,Minuteman Cafe,+1 (088) 390-3138,2762 Main Avenue West,Philadelphia,PA,19102,Northeast," 173,104 ",8/29/17,2:01 AM,1,,,,,,,,,,,,,,,,,,,,,
Everley Bonilla,Oceanic Airlines,+1 (192) 748-7233,5615 Main Freeway,Oxnard,CA,93030,West," 173,073 ",6/26/16,1:35 AM,4,,,,,,,,,,,,,,,,,,,,,
Amos Rosa,Wayne Enterprises,+1 (428) 587-2522,8351 Maple Row,Indianapolis,IN,46201,Midwest," 172,940 ",11/19/17,10:51 AM,5,,,,,,,,,,,,,,,,,,,,,
Monroe Frierson,Thrift Bank,+1 (412) 723-8340,250 Oak Crescent East,Albuquerque,NM,87102,Southwest," 172,858 ",2/26/16,3:21 PM,3,,,,,,,,,,,,,,,,,,,,,
Darshan Buckingham,Kumatsu Motors,+1 (957) 234-6772,4835 Main Street West,Beaumont,TX,77701,Southwest," 172,804 ",6/24/17,7:23 AM,3,,,,,,,,,,,,,,,,,,,,,
Lilliana Dixon,Transworld Consortium,+1 (002) 620-0800,7652 Maple Road,Bakersfield,CA,93301,West," 172,705 ",4/25/17,8:40 PM,3,,,,,,,,,,,,,,,,,,,,,
Lizzie Gaddis,Petrox Oil Company,+1 (480) 698-1813,8490 Ninth Row SE,St. Petersburg,FL,33701,Southeast," 172,703 ",2/2/16,4:07 PM,8,,,,,,,,,,,,,,,,,,,,,
Rosetta Baggett,United Fried Chicken,+1 (897) 349-2726,9556 Seventh Way,Aurora,IL,60504,Midwest," 172,507 ",9/14/18,2:51 PM,8,,,,,,,,,,,,,,,,,,,,,
Rupert Mueller,St. Anky Beer,+1 (131) 451-6231,462 Ninth Freeway,Midland,TX,79701,Southwest," 172,178 ",3/20/20,12:36 PM,3,,,,,,,,,,,,,,,,,,,,,
Devon Mcnamara,Industrial Automation,+1 (832) 571-0872,927 Main Street NW,Burbank,CA,91501,West," 172,066 ",9/16/18,4:49 PM,3,,,,,,,,,,,,,,,,,,,,,
Jacques Foust,Demo Inc.,+1 (707) 375-9577,5100 View Road SW,Cleveland,OH,44102,Midwest," 172,011 ",11/16/20,1:59 AM,6,,,,,,,,,,,,,,,,,,,,,
Marcia Jacks,CC Corporation,+1 (680) 605-8760,2337 Cherry Lane North,Richmond,CA,94801,West," 171,619 ",9/1/18,9:43 AM,5,,,,,,,,,,,,,,,,,,,,,
Emmalee Ladner,Chez Quis,+1 (589) 334-5759,3420 Market Row SW,Glendale,CA,91201,West," 171,302 ",5/29/18,7:54 AM,3,,,,,,,,,,,,,,,,,,,,,
Fairfax Lawler,Trade Federation,+1 (702) 033-1174,9395 Grove Drive SE,Louisville,KY,40202,Southeast," 171,118 ",7/18/19,12:50 AM,3,,,,,,,,,,,,,,,,,,,,,
Koto Mortensen,Trans Continental Airlines,+1 (441) 078-1944,8660 Main Boulevard,Fontana,CA,92335,West," 170,895 ",8/16/17,6:49 AM,3,,,,,,,,,,,,,,,,,,,,,
Tatum Ash,123 Warehousing,+1 (322) 476-3138,5345 Maple Cove East,Hayward,CA,94541,West," 170,894 ",6/7/18,1:20 AM,7,,,,,,,,,,,,,,,,,,,,,
Iren Gabriel,Blammo Corp,+1 (586) 351-7510,774 Jefferson Boulevard South,Rochester,MN,55901,Midwest," 170,883 ",4/23/19,9:52 AM,5,,,,,,,,,,,,,,,,,,,,,
Tamera Pickering,Input Inc.,+1 (918) 380-5848,5090 Church Cove,High Point,NC,27260,Southeast," 170,775 ",10/1/16,8:29 AM,6,,,,,,,,,,,,,,,,,,,,,
Katarina Crist,TriOptimum Corporation,+1 (888) 352-7769,1414 Valley Road,Waco,TX,76701,Southwest," 170,623 ",5/19/19,4:38 PM,6,,,,,,,,,,,,,,,,,,,,,
Kallie Garland,Corellian Engineering Corporation,+1 (905) 061-6762,1762 Hill Boulevard,Topeka,KS,66603,Midwest," 170,412 ",6/4/19,6:44 AM,3,,,,,,,,,,,,,,,,,,,,,
Aislinn Grenier,Blammo Corp,+1 (190) 445-9347,2519 Lake Crescent SW,Temecula,CA,92590,West," 170,181 ",9/10/19,1:20 PM,2,,,,,,,,,,,,,,,,,,,,,
Alohilani Ornelas,U.S. Robotics and Mechanical Men,+1 (592) 294-0368,8599 Hill Road West,Pasadena,TX,77502,Southwest," 170,019 ",7/22/16,11:54 PM,1,,,,,,,,,,,,,,,,,,,,,
Bree Hodge,Northern & Southern Railway,+1 (106) 032-1147,5262 Maple Freeway,Birmingham,AL,35203,Southeast," 169,365 ",4/11/16,1:17 PM,3,,,,,,,,,,,,,,,,,,,,,
Rahul Kaplan,Globex Corporation,+1 (571) 782-6091,3884 Church Circle,Pueblo,CO,81001,West," 169,302 ",7/3/20,9:06 PM,2,,,,,,,,,,,,,,,,,,,,,
Gladwin Batts,C.H. Lavatory and Sons,+1 (082) 783-1325,5382 Washington Parkway,New Orleans,LA,70112,Southeast," 169,205 ",3/17/18,11:03 AM,7,,,,,,,,,,,,,,,,,,,,,
Emanuele Wyatt,Primatech Paper Co.,+1 (600) 674-4980,3303 Park Lane,Carlsbad,CA,92008,West," 169,118 ",10/6/18,10:24 PM,1,,,,,,,,,,,,,,,,,,,,,
Alana Quick,Big Belly Burger,+1 (649) 001-7222,2196 Union Circle,Knoxville,TN,37902,Southeast," 169,079 ",6/18/18,3:56 AM,3,,,,,,,,,,,,,,,,,,,,,
Kaley Smallwood,Widget Corp,+1 (939) 197-7460,4184 Broad Loop,Provo,UT,84601,West," 168,970 ",9/25/20,5:33 AM,2,,,,,,,,,,,,,,,,,,,,,
Indra Biddle,Nordyne Defense Dynamics,+1 (117) 221-8242,8250 Mill Place NE,Ann Arbor,MI,48103,Midwest," 168,774 ",4/9/15,12:16 AM,3,,,,,,,,,,,,,,,,,,,,,
Kelley Rhoads,TranCon Airways,+1 (536) 584-0472,8442 Maple Drive,Worcester,MA,01602,Northeast," 168,625 ",5/7/20,11:12 AM,8,,,,,,,,,,,,,,,,,,,,,
Boyd Blunt,The New Firm,+1 (824) 447-3493,4127 Oak Place,Burbank,CA,91501,West," 168,370 ",3/15/19,7:30 PM,1,,,,,,,,,,,,,,,,,,,,,
Landry Lapointe,Wayne Enterprises,+1 (178) 849-1884,1463 Jefferson Avenue,Baltimore,MD,21201,Northeast," 168,351 ",10/17/16,9:45 PM,3,,,,,,,,,,,,,,,,,,,,,
Kami Biggs,Global Dynamics,+1 (447) 782-2212,7771 Maple Loop,Oceanside,CA,92054,West," 168,192 ",11/17/19,3:45 AM,3,,,,,,,,,,,,,,,,,,,,,
Lizette Danielson,Slate Rock and Gravel Company,+1 (991) 420-7529,1055 Lake Avenue SW,Carlsbad,CA,92008,West," 167,970 ",1/26/20,12:39 PM,3,,,,,,,,,,,,,,,,,,,,,
Erma Still,Global Airways,+1 (153) 757-3947,8363 Mill Parkway NE,Charleston,SC,29401,Southeast," 167,970 ",10/8/18,2:45 PM,2,,,,,,,,,,,,,,,,,,,,,
Fallon Mattison,CC Corporation,+1 (360) 369-8012,6939 Sixth Drive,Columbia,SC,29201,Southeast," 167,908 ",3/11/18,2:10 PM,3,,,,,,,,,,,,,,,,,,,,,
Vicki Messenger,Federation World Airlines,+1 (126) 616-5509,1370 Eighth Way,Manchester,NH,03101,Northeast," 167,796 ",12/11/19,3:19 PM,2,,,,,,,,,,,,,,,,,,,,,
Alexzander Cuellar,Plow King,+1 (773) 349-8320,6343 Eighth Circle SE,Gilbert,AZ,85234,Southwest," 167,730 ",6/17/17,6:05 AM,5,,,,,,,,,,,,,,,,,,,,,
Marceline Vanwinkle,Praxis Corporation,+1 (713) 942-9300,394 Fifth Court NW,Murfreesboro,TN,37129,Southeast," 167,614 ",12/24/17,7:44 AM,1,,,,,,,,,,,,,,,,,,,,,
Clementine Lear,Tessier-Ashpool,+1 (994) 630-5913,338 Ninth Avenue,Billings,MT,59101,West," 167,458 ",11/5/17,3:11 AM,3,,,,,,,,,,,,,,,,,,,,,
Estella Lees,Western Gas & Electric,+1 (137) 755-6222,1877 View Row NW,Fairfield,CA,94533,West," 166,975 ",7/10/20,11:25 PM,7,,,,,,,,,,,,,,,,,,,,,
Katelin Littlejohn,Culdee Fell Railway,+1 (684) 876-3378,4126 Pine Road SE,Amarillo,TX,79101,Southwest," 166,816 ",9/15/15,4:51 AM,1,,,,,,,,,,,,,,,,,,,,,
Cassara Jackson,Colonial Movers,+1 (682) 329-5177,6459 First Lane NW,Peoria,AZ,85345,Southwest," 166,576 ",5/20/20,10:23 PM,2,,,,,,,,,,,,,,,,,,,,,
Liko Adams,The Drunken Clam,+1 (648) 911-3255,9033 Mill Canal,Providence,RI,02903,Northeast," 166,103 ",12/22/19,1:08 AM,3,,,,,,,,,,,,,,,,,,,,,
Dyani Whitman,PediaCorp,+1 (530) 070-7549,2200 Oak Road,Austin,TX,78701,Southwest," 165,842 ",2/8/17,12:24 PM,5,,,,,,,,,,,,,,,,,,,,,
Keona Whitcomb,Zevo Toys,+1 (820) 347-7899,285 Ninth Court South,Waterbury,CT,06706,Northeast," 165,772 ",4/27/20,4:40 PM,9,,,,,,,,,,,,,,,,,,,,,
Joan Wheeler,Biffco,+1 (905) 547-1418,5779 Lincoln Lane NE,Ventura,CA,93001,West," 165,656 ",12/31/15,7:53 AM,3,,,,,,,,,,,,,,,,,,,,,
Octavia Hamm,Omni Consumer Products,+1 (470) 996-0448,4113 Broad Lane,Arlington,TX,76006,Southwest," 165,518 ",12/1/20,1:41 AM,2,,,,,,,,,,,,,,,,,,,,,
Elette Dickson,Fabrikam Corporation,+1 (447) 607-0911,3957 Main Court NW,Arlington,VA,22201,Southeast," 165,468 ",6/7/20,5:44 AM,5,,,,,,,,,,,,,,,,,,,,,
Rhea Boatright,Zorg Industries,+1 (517) 221-2765,7628 Park Boulevard South,Hialeah,FL,33010,Southeast," 165,411 ",5/12/19,2:03 AM,3,,,,,,,,,,,,,,,,,,,,,
Antoinette Settle,General Forge and Foundry,+1 (948) 701-6357,3673 Spring Alley,Milwaukee,WI,53202,Midwest," 165,338 ",6/13/19,6:01 PM,9,,,,,,,,,,,,,,,,,,,,,
Livingston Snider,Omni Consumer Products,+1 (918) 639-5927,3665 Oak Street SE,Cary,NC,27511,Southeast," 165,314 ",2/18/16,5:14 PM,4,,,,,,,,,,,,,,,,,,,,,
Mitzi Huang,Blue Sun Corporation,+1 (032) 265-0030,5047 Jefferson Cove,San Bernardino,CA,92401,West," 165,282 ",7/14/20,3:41 PM,3,,,,,,,,,,,,,,,,,,,,,
Javion Navarro,The Lanford Lunch Box,+1 (523) 165-8094,316 Pine Freeway,Billings,MT,59101,West," 165,017 ",1/12/18,10:25 AM,8,,,,,,,,,,,,,,,,,,,,,
